post_url,type,date,tags,note_count
https://nasa.tumblr.com/post/166074515849/the-national-space-council,text,2017-10-05 13:10:18 GMT,"['nasa', 'space', 'nationalspacecouncil', 'spacecouncil', 'america', 'exploration', 'discovery', 'whitehouse', 'president', 'vicepresident']",621
https://nasa.tumblr.com/post/166016245839/chasing-the-shadow-of-neptunes-moon-triton,text,2017-10-03 20:20:51 GMT,"['nasa', 'space', 'sofia', 'flying', 'flyingobservatory', 'science', 'observe', 'observations', 'moon', 'neptune', 'orbit', 'occultation', 'astronomy', 'solarsystem', 'universe', 'planets', 'airplane', 'telescope']",1455
https://nasa.tumblr.com/post/166007463609/happy-national-techies-day,text,2017-10-03 14:53:52 GMT,"['nasa', 'space', 'tech', 'nasatech', 'techie', 'nationaltechieday', 'technology', 'innovate', 'science', 'math', 'engineering']",2125
https://nasa.tumblr.com/post/165931972929/whats-up-october-2017,text,2017-10-01 13:00:27 GMT,"['nasa', 'nasagif', 'solarsystem', 'stars', 'stargazing', 'october', 'nightsky', 'moon', 'observethemoon', 'binoculars']",2981
https://nasa.tumblr.com/post/165863301609/coffee-in-space-keeping-crew-members-grounded-in,text,2017-09-29 13:03:15 GMT,"['nasa', 'space', 'spacestation', 'nationalcoffeeday', 'coffee', 'espresso', 'psl', 'astronaut', 'research', 'science', 'fluid', 'gravity', 'cup', 'brew', 'microgravity', 'float', 'capillary']",5724
https://nasa.tumblr.com/post/165796586129/back-to-school-resources,text,2017-09-27 14:34:42 GMT,"['nasa', 'space', 'education', 'resources', 'science', 'homework', 'school', 'backtoschool', 'technology', 'engineering', 'math', 'stem', 'teachers', 'educators']",2257
https://nasa.tumblr.com/post/165761482994/solar-system-things-to-know-this-week,text,2017-09-26 14:32:52 GMT,"['nasa', 'spaceexplooration', 'vesta', 'ceres', 'dwarfplanet', 'asteroid', 'solarsystem', 'asteroidbelt', 'dawnmission', 'ionpropulsion', 'rockets']",1474
https://nasa.tumblr.com/post/165725471224/the-daredevil-spacecraft-that-will-touch-the-sun,text,2017-09-25 14:17:06 GMT,"['nasa', 'spaceexploration', 'sun', 'earth', 'parkersolarprobe', 'geneparker', 'cleanroom', 'corona', 'solarwind', 'research', 'heliophysics']",3704
https://nasa.tumblr.com/post/165590148499/our-asteroid-bound-mission-is-set-to-slingshot,text,2017-09-21 19:07:07 GMT,[],1296
https://nasa.tumblr.com/post/165580689674/black-hole-sculpts-an-hourglass-galaxy,text,2017-09-21 13:03:53 GMT,"['nasa', 'space', 'galaxy', 'astrophysics', 'solarsystem', 'milkyway', 'markarian', 'hubble', 'chandra', 'gas', 'dust', 'blackhole', 'light']",2454
https://nasa.tumblr.com/post/165546092409/webb-101-10-facts-about-the-james-webb-space,text,2017-09-20 13:46:52 GMT,"['nasa', 'space', 'jwst', 'telescope', 'spacetelescope', 'mirror', 'sunshield', 'astrophysics', 'solarsystem', 'galaxies', 'science', 'research', 'jameswebb', 'webb', 'webbtelescope']",2993
https://nasa.tumblr.com/post/165516873654/solar-system-things-to-know-this-week,text,2017-09-19 17:56:53 GMT,"['nasa', 'bennu', 'osiris-rex', 'asteroid', 'solarsystem', 'astronomy', 'exploration', 'space', 'trojanasteroid']",1758
https://nasa.tumblr.com/post/165423726209/observing-the-ozone-hole-from-space-a-science,text,2017-09-17 04:09:17 GMT,"['nasa', 'space', 'montreal', 'montrealprotocol', 'earth', 'carbon', 'science', 'research', 'ozone', 'earthscience']",3450
https://nasa.tumblr.com/post/165363703919/cassini-mission-whats-next,text,2017-09-15 12:37:32 GMT,"['nasa', 'space', 'cassini', 'grandfinale', 'saturn', 'moons', 'goodbyecassini', 'whatsnext', 'spacecraft', 'planets', 'solarsystem', 'science', 'research', 'engineers', 'scientists', 'team']",4812
https://nasa.tumblr.com/post/165331742919/cassini-spacecraft-top-discoveries,text,2017-09-14 14:51:56 GMT,"['nasa', 'space', 'cassini', 'spacecraft', 'saturn', 'enceladus', 'titan', 'moons', 'moon', 'planets', 'exploration', 'science', 'rings', 'solarsystem']",10180
https://nasa.tumblr.com/post/165307334789/after-20-years-in-space-the-cassini-spacecraft-is,video,2017-09-13 21:26:06 GMT,"['nasa', 'space', 'cassini', 'grandfinale', 'spacecraft', 'saturn', 'atmosphere', 'goodbyecassini', 'solarsystem', 'planet', 'moons']",3472
https://nasa.tumblr.com/post/165295121539/our-cassini-spacecraft-has-been-traveling-in-space,photo,2017-09-13 13:49:22 GMT,"['nasa', 'space', 'cassini', 'spacecraft', 'saturn', 'moons', 'bythenumbers', 'numbers', 'exploration', 'solarsystem', 'discovery']",1973
https://nasa.tumblr.com/post/165152539599/were-using-our-unique-vantage-point-in-space-to,photo,2017-09-09 15:28:23 GMT,"['nasa', 'storm', 'hurricane', 'hurricanes', 'hurricaneirma', 'hurricane irma', 'hurricanejose', 'hurricane jose', 'irma', 'jose', 'disaster', 'infrared', 'satellite', 'space', 'earth', 'EarthRightNow']",2404
https://nasa.tumblr.com/post/165088595269/the-sun-just-released-the-most-powerful-flare-of,text,2017-09-07 19:12:52 GMT,"['solarflare', 'sun', 'star', 'nasasun', 'nasa', 'space', 'Spaceweather', 'flare', 'noaa']",2730
https://nasa.tumblr.com/post/165053493274/how-do-hurricanes-form,text,2017-09-06 19:41:03 GMT,"['nasa', 'space', 'hurricane', 'hurricanes', 'storms', 'wind', 'rain', 'tropicalcyclone', 'earth', 'clouds', 'science', 'form']",7612
https://nasa.tumblr.com/post/165044365319/whats-up-for-september-2017,text,2017-09-06 13:38:35 GMT,"['nasa', 'space', 'whatsup', 'stars', 'stargazing', 'solarsystem', 'galaxies', 'nightsky', 'september', 'astronomy', 'science']",2436
https://nasa.tumblr.com/post/165017668864/thanks-to-the-twin-voyager-spacecraft-music-is,photo,2017-09-05 18:57:45 GMT,"['nasa', 'space', 'voyager', 'voyager40', 'free', 'posters', 'spacecraft']",1343
https://nasa.tumblr.com/post/165008798914/the-twin-voyager-spacecraft-which-launched-in,photo,2017-09-05 13:11:03 GMT,"['nasa', 'space', 'voyager', 'voyager40', 'poster', 'free', 'interstellar']",3185
https://nasa.tumblr.com/post/165007695269/voyager-the-space-between,text,2017-09-05 12:18:46 GMT,"['nasa', 'space', 'voyager', 'voyager40', 'spacecraft', 'exploaration', 'interstellarspace', 'interstellar']",2038
https://nasa.tumblr.com/post/164934300734/planets-as-seen-by-voyager,text,2017-09-03 15:09:42 GMT,"['nasa', 'space', 'voyager', 'voyager40', 'spacecraft', 'jupiter', 'saturn', 'neptune', 'uranus', 'planets', 'moons', 'exploration', 'discovery', 'science']",4931
https://nasa.tumblr.com/post/164913705824/voyager-the-golden-record,text,2017-09-03 00:43:14 GMT,"['nasa', 'space', 'voyager', 'voyager40', 'goldenrecord', 'record', 'golden', 'spacecraft', 'exploration', 'discovery', 'extraterrestrial', 'life', 'solarsystem']",7763
https://nasa.tumblr.com/post/164871712984/voyager-the-spacecraft,text,2017-09-01 20:58:17 GMT,"['nasa', 'space', 'voyager', 'voyager40', 'spacecraft', 'instruments', 'science', 'exploration', 'discovery']",1678
https://nasa.tumblr.com/post/164801065084/today-we-successfully-tested-one-of-our-rs-25,video,2017-08-30 21:52:19 GMT,"['nasa', 'space', 'engine', 'fire', 'smoke', 'steam', 'test', 'rocket', 'rocketscience', 'deepspace', 'mars', 'exploration']",1360
https://nasa.tumblr.com/post/164788181389/eclipse-2017-from-space,text,2017-08-30 14:13:23 GMT,"['nasa', 'space', 'solareclipse', 'eclipse', 'eclipse2017', 'solareclipse2017', 'sun', 'moon', 'earth', 'observing']",2267
https://nasa.tumblr.com/post/164713417169/solar-system-things-to-know-this-week,text,2017-08-28 14:59:06 GMT,"['nasa', 'spaceexploration', 'science research', 'venus', 'mariner2', 'solarsystem', 'planet']",1265
https://nasa.tumblr.com/post/164601031934/all-eyes-on-harvey,text,2017-08-25 16:29:38 GMT,"['harvey', 'hurricaneharvey', 'hurricanes', 'hurricane', 'earth', 'satellite', 'internationalspacestation', 'spacestation', 'views', 'view', 'NASA']",966
https://nasa.tumblr.com/post/164527315214/astronaut-candidates-report-for-duty,text,2017-08-23 17:28:56 GMT,"['nasa', 'space', 'astronauts', 'newastronauts', 'international', 'exploration', 'humanspaceflight', 'johnsonspacecenter']",1567
https://nasa.tumblr.com/post/164502605279/from-the-unique-vantage-point-of-about-25000-feet,video,2017-08-23 00:41:05 GMT,"['nasa', 'space', 'eclipse', 'eclipse2017', 'solareclipse2017', 'solareclipse', 'sun', 'earth', 'moon', 'shadow', 'planet', 'solar system']",3303
